airline_name,link,title,author,author_country,date,content,lounge_name,airport,lounge_type,date_visit,type_traveller,overall_rating,comfort_rating,cleanliness_rating,bar_beverages_rating,catering_rating,washrooms_rating,wifi_connectivity_rating,staff_service_rating,recommended
qantas-airways,/lounge-reviews/qantas-airways,Qantas Business Class Galleries Lounge Customer - London Heathrow Airport,T Patrick,Hong Kong,2011-07-31,Lots of free PC's and different types of seating. Busy but some seating. Really good range of drinks and snacks- no sandwiches but lots of hot food and salad if wanted. Very clean and lots of staff. Impressive.,QANTAS BUSINESS CLASS GALLERIES LOUNGE CUSTOMER REVIEW,London Heathrow Airport,Business Class,NA,NA,5,4,5,5,4,4,5,5,0
qantas-airways,/lounge-reviews/qantas-airways,Qantas Club Business Class (domestic) Lounge - Perth Airport,K Franklin,Australia,2011-05-28,I use this lounge a few times a year. Every time it is very crowded and thus noisy. Hardly a place to unwind before a flight or between connecting flights. In fact it is one of the most crowded lounges I use anywhere in the world.,QANTAS CLUB BUSINESS CLASS (DOMESTIC) LOUNGE REVIEW,Perth Airport,Business Class,NA,NA,4,3,4,4,4,4,4,4,0
sas-scandinavian-airlines,/lounge-reviews/sas-scandinavian-airlines,Lufthansa Lounge - London Heathrow Airport,A Mackenzie,Denmark,2015-07-05,"Lufthansa lounge at LHR T2. Large windows look out onto runways and taxiways with lots of activity. The lounge is spacious and airy, subdivided by freestanding furniture. So although the room is large, the ambiance is cosy and quiet. Various newspapers and magazines were available. The seating is mainly leather armchairs separated by table units. A dining area is equipped with dining tables and chairs, in front of a well stocked bar and food buffet. As a nice touch there was a big jug of ready made Pimms (with lots of fruit garnish) available as a celebration of Wimbledon. In the morning the food on offer was bacon, scrambled eggs, tomatoes, mushrooms, plenty of breads, cold meats and various garnishes. At about 11am this changed to hot lunch items: rice, chicken casserole, pasta with sauce, soup and various other items. The staff were very unobtrusive and kept the place clean and tidy. WiFi was easy to use. As this is located in the new Queen's Terminal 2 everything is brand new.",Lufthansa Lounge,London Heathrow Airport,Business Class,NA,Solo Leisure,10,5,5,4,5,NA,5,5,1
sas-scandinavian-airlines,/lounge-reviews/sas-scandinavian-airlines,Sas Scandinavian Business Class (sas Plus) Lounge Customer - Stockholm Arlanda Airport,Magnus Gustafsson,Sweden,2013-12-23,I visited SAS Business Lounge available for travellers in SAS Plus at STockholm Arlanda Airport. The interior of the lounge is ok but nothing special. The assortment of food and drinks are very poor. The lounge was also quite crowded.,SAS SCANDINAVIAN BUSINESS CLASS (SAS PLUS) LOUNGE CUSTOMER REVIEW,Stockholm Arlanda Airport,Business Class,NA,NA,3,3,3,1,1,4,5,4,0
qantas-airways,/lounge-reviews/qantas-airways,Qantas Business Class Lounge Customer - Los Angeles Lax Airport,L Norton,NA,2010-02-01,Crowded. One main seating area mainly lounge seats with some cafe tables next to the bar but also separate areas to watch TV. Very limited selection of food although could purchase some cafe style meals. Complimentary vouchers (2/person) for drinks. There is a small children's room with electronic games and computer. Bathrooms located only at one end of lounge which seems a long way from TV areas. Only 2 computers were available on the evening we flew (other 2 out of action) which seems inadequate for such a busy lounge.,QANTAS BUSINESS CLASS LOUNGE CUSTOMER REVIEW,Los Angeles Lax Airport,Business Class,NA,NA,2,3,3,3,1,2,1,2,0
sas-scandinavian-airlines,/lounge-reviews/sas-scandinavian-airlines,Sas Scandinavian Eurobonus Gold Lounge Customer - Stockholm Arlanda Airport,Magnus Gustafsson,Sweden,2013-10-06,"Scandinavian Airlines lounge at Stockholm Arlanda Airport is ok but at a lower standard than the average Star Alliance lounges at to other airport lounges within the Europe. The lounge is well situated if you have a departure from gate 1-10 otherwise not. The lounge can at some times during the day be very overcrowded. The variation of drinks is good but the food served has not been changed for many years and there is no variation to the menu. The food and snacks offered is often ""healthy and sound"" but gives the impression that it is composed based on guidelines from the Swedish Government Health Ministry. This is a modern and sound lounge but this makes unfortunately the longe a bit boring and too ""Scandinavian perfect"".",SAS SCANDINAVIAN EUROBONUS GOLD LOUNGE CUSTOMER REVIEW,Stockholm Arlanda Airport,NA,NA,NA,3,3,3,4,2,2,5,4,1
sas-scandinavian-airlines,/lounge-reviews/sas-scandinavian-airlines,Sas Scandinavian Eurobonus Gold Lounge Customer - Copenhagen Airport,Magnus Gustafsson,Sweden,2013-10-06,The SAS lounge at Copenhagen Airport is well situated and has plenty of seats and is seldom overcrowded. The variation of drinks is good and the food served is good and is relatively often altered. The food is to my opinion the best of all SAS lounges but does still not fully match the food served at fellow Star Alliance member Lufthansa at its hubs at FRA MUC and DUS. The atmospere in the SAS lounge is however very nice with a typical Danish touch that to my opinion could be even further developed for the benefit of the experience.,SAS SCANDINAVIAN EUROBONUS GOLD LOUNGE CUSTOMER REVIEW,Copenhagen Airport,NA,NA,NA,5,4,5,5,4,4,5,5,1
sas-scandinavian-airlines,/lounge-reviews/sas-scandinavian-airlines,Sas Scandinavian Eurobonus Gold Lounge Customer - Brussels Zaventem Airport,Magnus Gustafsson,Sweden,2013-10-06,"This SAS lounge is very often overcrowded. The variation of both food and drinks is very limited. The lounge is frequently visited by Swedish politicians and civil servants from the Swedish public administration representing the Swedish Government. This may be one of the reasons for the poor and very restricted offering since Swedish government employees is normally not allowed to drink or eat during business trips if not on their own expenses. I guess that SAS as still partially government owned have considered the above fact an adjusted this lounge to be ""political correct"".",SAS SCANDINAVIAN EUROBONUS GOLD LOUNGE CUSTOMER REVIEW,Brussels Zaventem Airport,NA,NA,NA,2,2,2,1,1,2,3,3,0
sas-scandinavian-airlines,/lounge-reviews/sas-scandinavian-airlines,Sas Scandinavian Airlines Eurobonus Gold Class Lounge - Stockholm Arlanda Airport,Magnus Gustafsson,Sweden,2012-09-10,The lounge has a relatively nice design and atmosphere but it was cramped with people and hard to find any seats. The food is more or less always the same some kind of salmon salad and cream cheese -very limited variation and range. Staff friendly but not as service-minded as SAS cabin crew.,SAS SCANDINAVIAN AIRLINES EUROBONUS GOLD CLASS LOUNGE REVIEW,Stockholm Arlanda Airport,NA,NA,NA,4,3,4,5,2,4,5,4,1
sas-scandinavian-airlines,/lounge-reviews/sas-scandinavian-airlines,Sas Scandinavian Airlines Business Class Lounge - Stockholm Arlanda Airport,Magnus Gustafsson,Sweden,2012-09-03,I frequently visit SAS Scandinavian Airlines lounge at Stockholm-Arlanda Airport Terminal 5. The atmosphere in the lounge is relatively relaxing but the lounge is normally far too occupied and there has been no improvement for several years in that aspect. The meal service is very limited and is normally made up of some variant of salmon with cheese creme. The breakfast has never changed during the last 5-10 years but is better than the food served during the rest of the day. Some more ideas would be mostly welcomed. The variety of soft drinks wines and spirits are ok. There are plenty of newspapers and magazines and very easy access to Internet via wi-fi.,SAS SCANDINAVIAN AIRLINES BUSINESS CLASS LOUNGE REVIEW,Stockholm Arlanda Airport,Business Class,NA,NA,4,3,3,4,1,4,5,5,1
singapore-airlines,/lounge-reviews/singapore-airlines,Singapore Airlines Business Class Lounge - Singapore Changi Airport,Casper Yap,United States,2014-02-07,Being the HQ large clean lounge. No sleeping rooms like in FC lounge. Bathroom with showers excellent.,SINGAPORE AIRLINES BUSINESS CLASS LOUNGE REVIEW,Singapore Changi Airport,Business Class,NA,NA,4,4,4,4,4,5,4,4,1
singapore-airlines,/lounge-reviews/singapore-airlines,Singapore Airlines Business Class Lounge - Adelaide Airport,M Bertram,Australia,2013-02-04,The lounge in Adelaide is quite small with no windows but it is only for Singapore Airlines passengers so it didn't really feel all that crowded despite being small. One major advantage is that unlike all of the other lounges it is after immigration and security checks so once you reach the lounge you can just relax. The food and beverage selection is small but sufficient and the toilets (there are 2) are clean.,SINGAPORE AIRLINES BUSINESS CLASS LOUNGE REVIEW,Adelaide Airport,Business Class,NA,NA,4,4,4,3,3,4,3,4,1
singapore-airlines,/lounge-reviews/singapore-airlines,Singapore Airlines Business Class Lounge - Singapore Changi Airport,M Bertram,Australia,2013-02-04,Overall a clean and comfortable lounge (both in Terminal 2 and Terminal 3) with a good selection of food. There are no boarding announcements however so make sure to check your ticket for boarding times.,SINGAPORE AIRLINES BUSINESS CLASS LOUNGE REVIEW,Singapore Changi Airport,Business Class,NA,NA,4,4,4,4,4,4,4,4,1
singapore-airlines,/lounge-reviews/singapore-airlines,"Singapore Airlines ""gold"" Lounge - Singapore Changi Airport",Y Ren,Australia,2012-01-25,It was really disappointing to access SQ Gold Lounge at Terminal 2 and Terminal 3. No shower facilities available in either lounges. It mainly affects Gold member who transit in Singapore. Gold members are not allowed to access business lounge Singapore gold members do not usually need shower facilities at departure only these poor transit Gold members. It is a big disappointment. After a long flight a shower could make huge difference. Food and drink were limited you don't want to drink a lot anyway because there is no toilet inside the lounge. You have to go outside and bring all your belongings and come back again. So it is another strategy to encourage you drink less and move on quickly. It is really not a lot of point to build up your SQ points you get less and less for benefit.,"SINGAPORE AIRLINES ""GOLD"" LOUNGE REVIEW",Singapore Changi Airport,NA,NA,NA,3,2,3,3,2,1,4,3,0
south-african-airways,/lounge-reviews/south-african-airways,South African Airways Business Class Baobab Lounge - Johannesburg Airport,Keith Rogers,NA,2010-11-20,Great new lounge SAA has in place now from the World Cup. Large and comfortable. Free wifi smoking room good views on tarmac food good expresso machine run by staff instead of just self serve. Overall great new installation in the airlines home airport.,SOUTH AFRICAN AIRWAYS BUSINESS CLASS BAOBAB LOUNGE REVIEW,Johannesburg Airport,Business Class,NA,NA,5,5,5,5,5,5,5,5,0
singapore-airlines,/lounge-reviews/singapore-airlines,Singapore Airlines Krisflyer (star Alliance Gold) Lounge - Singapore Changi Airport,K Franklin,Australia,2011-05-28,This lounge is disappointing and perhaps a reflection of how SIA views Star Alliance Gold fliers from other airlines - ie. poorly. The food service area is small with a limited selection of light meals. There are no toilets or showers in this lounge. So it is not a great place for a transit stop. In comparison the SATS lounge in T2 is a better lounge.,SINGAPORE AIRLINES KRISFLYER (STAR ALLIANCE GOLD) LOUNGE REVIEW,Singapore Changi Airport,NA,NA,NA,3,3,4,2,2,1,4,4,0
singapore-airlines,/lounge-reviews/singapore-airlines,"Singapore Airlines Business Class ""star Alliance"" Lounge - Abu Dhabi Airport",Michael Schade,NA,2010-11-21,The ultimate horror lounge. I was there during peak hour at 11pm. It was so crowded that most had to eat/drink standing. Drink and food choice was reasonable but the size does not match the demand.,"SINGAPORE AIRLINES BUSINESS CLASS ""STAR ALLIANCE"" LOUNGE REVIEW",Abu Dhabi Airport,Business Class,NA,NA,3,1,3,4,3,4,4,4,0
